id,Author list,title,Year,m_control,n_control,sd_control,se_control,m_treatment,n_treatment,sd_treatment,se_treatment,m_Measure,m_raw,m_time,m_Location,Species,Treatment_Type,Treatment_Overall,Treatment_Name,Sex,Strain,Other Variables,notes,mice900_keep
397,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,938,5,,,661,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,19,female,19,None,,Y
398,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,991,15,,,619.5,14,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,23,female,23,None,,Y
399,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,1023,5,,,561,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,24,female,24,None,,Y
400,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,979,5,,,323,3,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,25,female,25,None,,Y
401,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,1049,5,,,1020,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,26,female,26,None,,Y
402,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,716,5,,,710,4,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,28,female,28,None,,N
403,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,986,5,,,664,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,41,female,41,None,,Y
404,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,1147,5,,,1235,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,46,female,46,None,,Y
405,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,898,5,,,939,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,48,female,48,None,,Y
406,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,712,5,,,1057,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,49,female,49,None,,Y
407,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,291,5,,,922,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,50,female,50,None,,N
408,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,820,5,,,1196,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,51,female,51,None,,Y
409,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,1145,5,,,1047,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,56,female,56,None,,Y
410,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,1073,5,,,1177,4,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,60,female,60,None,,Y
411,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,743,5,,,839,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,66,female,66,None,,N
412,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,887,5,,,905,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,80,female,80,None,,Y
413,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,810,5,,,329,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,84,female,84,None,,N
414,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,926,4,,,858,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,86,female,86,None,,Y
415,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,889,5,,,997,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,89,female,89,None,,Y
416,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,906,5,,,1063,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,90,female,90,None,,Y
417,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,798,5,,,1059,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,92,female,92,None,,Y
418,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,699,5,,,974,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,94,female,94,None,,Y
419,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,999,5,,,442,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,97,female,97,None,,Y
420,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,1249,5,,,604,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,98,female,98,None,,Y
421,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,887,5,,,582,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,99,female,99,None,,Y
422,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,924,5,,,974,3,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,100,female,100,None,,Y
423,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,855,5,,,1107.5,2,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,103,female,103,None,,Y
424,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,596,5,,,674,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,107,female,107,None,,N
425,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,851,5,,,878,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,110,female,110,None,,Y
426,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,600,5,,,776,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,112,female,112,None,,N
427,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,911,5,,,364,4,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,114,female,114,None,,Y
428,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,746,5,,,113,2,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,115,female,115,None,,N
429,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,641,5,,,1002.5,2,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,117,female,117,None,,Y
430,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,1010,5,,,263,3,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,122,female,122,None,,Y
431,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,962,5,,,1093,5,,,median,Y,days,supp_table1,mice,Percent Reduction,Dietary restriction,123,female,123,None,,Y
432,"Lingelbach, L. B. and McDonald, R. B.",Description of the long-term lipogenic effects of dietary carbohydrates in male Fischer 344 rats,2000,673,22,164.1645516,35,741,24,151.8683641,31,mean,N,days,table 2,mice,Percent Reduction,Dietary restriction,without fructose,male,Fischer 344 rats,Fructose,,N
433,"Lingelbach, L. B. and McDonald, R. B.",Description of the long-term lipogenic effects of dietary carbohydrates in male Fischer 344 rats,2000,712,32,118.7939392,21,802,34,122.4499898,21,mean,N,days,table 2,mice,Percent Reduction,Dietary restriction,with fructose,male,Fischer 344 rats,Fructose,,N
434,"Lingelbach, L. B. and McDonald, R. B.",Description of the long-term lipogenic effects of dietary carbohydrates in male Fischer 344 rats,2000,723,22,,,792,24,,,median,N,days,table 2,rats,Percent Reduction,Dietary restriction,without fructose,male,Fischer 344 rats,Fructose,,NA
435,"Lingelbach, L. B. and McDonald, R. B.",Description of the long-term lipogenic effects of dietary carbohydrates in male Fischer 344 rats,2000,724,32,,,821,34,,,median,N,days,table 2,rats,Percent Reduction,Dietary restriction,with fructose,male,Fischer 344 rats,Fructose,,NA
436,"Lloyd, T.",Food restriction increases life span of hypertensive animals,1984,19,12,,,23,12,,,mean,N,months,Fig1,rats,Percent Reduction,Dietary restriction,Restricted Food  Normal Na,male,Spontaneously Hypertensive Rats,Spontaneously Hypertensive Rats,Taken from graph which indciates mean,NA
437,"Lloyd, T.",Food restriction increases life span of hypertensive animals,1984,26,12,,,33,12,,,mean,N,months,Fig1,rats,Percent Reduction,Dietary restriction,Restricted Food  Normal Na,male,Normotensive rats,Spontaneously Hypertensive Rats,Taken from graph which indciates mean,NA
438,"Lopez-Dominguez, J. A. and Ramsey, J. J. and Tran, D. and Imai, D. M. and Koehne, A. and Laing, S. T. and Griffey, S. M. and Kim, K. and Taylor, S. L. and Hagopian, K. and Villalba, J. M. and Lopez-Lluch, G. and Navas, P. and McDonald, R. B.",The Influence of Dietary Fat Source on Life Span in Calorie Restricted Mice,2015,818,35,,,963,36,,,median,N,days,table 3,mice,Percent Reduction,Dietary restriction,CR-Soy,male,C57BL/6J mice,Oils,Soy,Y
439,"Lopez-Dominguez, J. A. and Ramsey, J. J. and Tran, D. and Imai, D. M. and Koehne, A. and Laing, S. T. and Griffey, S. M. and Kim, K. and Taylor, S. L. and Hagopian, K. and Villalba, J. M. and Lopez-Lluch, G. and Navas, P. and McDonald, R. B.",The Influence of Dietary Fat Source on Life Span in Calorie Restricted Mice,2015,818,35,,,990,39,,,median,N,days,table 3,mice,Percent Reduction,Dietary restriction,CR-Lard,male,C57BL/6J mice,Oils,Lard,Y
440,"Lopez-Dominguez, J. A. and Ramsey, J. J. and Tran, D. and Imai, D. M. and Koehne, A. and Laing, S. T. and Griffey, S. M. and Kim, K. and Taylor, S. L. and Hagopian, K. and Villalba, J. M. and Lopez-Lluch, G. and Navas, P. and McDonald, R. B.",The Influence of Dietary Fat Source on Life Span in Calorie Restricted Mice,2015,818,35,,,922,37,,,median,N,days,table 3,mice,Percent Reduction,Dietary restriction,CR-Fish,male,C57BL/6J mice,Oils,Fish,N
441,"Ma, T. C. and Buescher, J. L. and Oatis, B. and Funk, J. A. and Nash, A. J. and Carrier, R. L. and Hoyt, K. R.",Metformin therapy in a transgenic mouse model of Huntington's disease,2007,81.3,7,10.31843011,3.9,97.7,6,9.308061023,3.8,mean,N,days,fig1,mice,Metformin,Metformin,2,male,HD mice (Huntington Disease),Huntingdon  Disease,,N
442,"Ma, T. C. and Buescher, J. L. and Oatis, B. and Funk, J. A. and Nash, A. J. and Carrier, R. L. and Hoyt, K. R.",Metformin therapy in a transgenic mouse model of Huntington's disease,2007,81.3,7,10.31843011,3.9,90.4,5,13.19280107,5.9,mean,N,days,fig1,mice,Metformin,Metformin,5,male,HD mice (Huntington Disease),Huntingdon  Disease,,N
443,"Ma, T. C. and Buescher, J. L. and Oatis, B. and Funk, J. A. and Nash, A. J. and Carrier, R. L. and Hoyt, K. R.",Metformin therapy in a transgenic mouse model of Huntington's disease,2007,89.9,9,10.8,3.6,90,7,10.31843011,3.9,mean,N,days,fig1,mice,Metformin,Metformin,2,female,HD mice (Huntington Disease),Huntingdon  Disease,,N
444,"Ma, T. C. and Buescher, J. L. and Oatis, B. and Funk, J. A. and Nash, A. J. and Carrier, R. L. and Hoyt, K. R.",Metformin therapy in a transgenic mouse model of Huntington's disease,2007,89.9,9,10.8,3.6,94.7,6,12.73734666,5.2,mean,N,days,fig1,mice,Metformin,Metformin,5,female,HD mice (Huntington Disease),Huntingdon  Disease,,N
445,"Ma, T. C. and Buescher, J. L. and Oatis, B. and Funk, J. A. and Nash, A. J. and Carrier, R. L. and Hoyt, K. R.",Metformin therapy in a transgenic mouse model of Huntington's disease,2007,80,7,,,94,6,,,median,N,days,fig1,mice,Metformin,Metformin,2,male,HD mice (Huntington Disease),Huntingdon  Disease,,N
446,"Ma, T. C. and Buescher, J. L. and Oatis, B. and Funk, J. A. and Nash, A. J. and Carrier, R. L. and Hoyt, K. R.",Metformin therapy in a transgenic mouse model of Huntington's disease,2007,80,7,,,88,5,,,median,N,days,fig1,mice,Metformin,Metformin,5,male,HD mice (Huntington Disease),Huntingdon  Disease,,N
447,"Ma, T. C. and Buescher, J. L. and Oatis, B. and Funk, J. A. and Nash, A. J. and Carrier, R. L. and Hoyt, K. R.",Metformin therapy in a transgenic mouse model of Huntington's disease,2007,95,9,,,85,7,,,median,N,days,fig1,mice,Metformin,Metformin,2,female,HD mice (Huntington Disease),Huntingdon  Disease,,N
448,"Ma, T. C. and Buescher, J. L. and Oatis, B. and Funk, J. A. and Nash, A. J. and Carrier, R. L. and Hoyt, K. R.",Metformin therapy in a transgenic mouse model of Huntington's disease,2007,95,9,,,90,6,,,median,N,days,fig1,mice,Metformin,Metformin,5,female,HD mice (Huntington Disease),Huntingdon  Disease,,N
449,"Martin-Montalvo, A. and Mercken, E. M. and Mitchell, S. J. and Palacios, H. H. and Mote, P. L. and Scheibye-Knudsen, M. and Gomes, A. P. and Ward, T. M. and Minor, R. K. and Blouin, M. J. and Schwab, M. and Pollak, M. and Zhang, Y. and Yu, Y. and Becker, K. G. and Bohr, V. A. and Ingram, D. K. and Sinclair, D. A. and Wolf, N. S. and Spindler, S. R. and Bernier, M. and de Cabo, R.",Metformin improves healthspan and lifespan in mice,2013,106.4179,88,,,124.7015,90,,,median,N,weeks,fig1,mice,Metformin,Metformin,1% Met,male,C57BL/6 mice,None,,N
450,"Martin-Montalvo, A. and Mercken, E. M. and Mitchell, S. J. and Palacios, H. H. and Mote, P. L. and Scheibye-Knudsen, M. and Gomes, A. P. and Ward, T. M. and Minor, R. K. and Blouin, M. J. and Schwab, M. and Pollak, M. and Zhang, Y. and Yu, Y. and Becker, K. G. and Bohr, V. A. and Ingram, D. K. and Sinclair, D. A. and Wolf, N. S. and Spindler, S. R. and Bernier, M. and de Cabo, R.",Metformin improves healthspan and lifespan in mice,2013,119.1045,83,,,124.3284,64,,,median,N,weeks,fig1,mice,Metformin,Metformin,0.1% Met,male,C57BL/6 mice,None,,N
451,"Masoro, E J; Iwasaki, K; Gleiser, C A; McMahan, C A; Seo, E J; Yu, B P",Dietary modulation of the progression of nephropathy in aging rats: an evaluation of the importance of protein,1989,730,60,,,936,60,,,median,N,days,table 2,rats,Percent Reduction,Dietary restriction,B,male,Fischer 344 rats,None,Fed once a day + CR,NA
452,"Masoro, E J; Iwasaki, K; Gleiser, C A; McMahan, C A; Seo, E J; Yu, B P",Dietary modulation of the progression of nephropathy in aging rats: an evaluation of the importance of protein,1989,730,60,,,956,60,,,median,N,days,table 2,rats,Percent Reduction,Dietary restriction,D,male,Fischer 344 rats,None,Fed once a day + CR,NA
453,"Masoro, E. J.; Shimokawa, I.; Higami, Y.; McMahan, C. A.; Yu, B. P.",Temporal pattern of food intake not a factor in the retardation of aging processes by dietary restriction,1995,768,61,,,1035,61,,,median,N,days,table 3,rats,Percent Reduction,Dietary restriction,B,male,F344 rats,None,Fed once a day + CR,NA
454,"Masoro, E. J.; Shimokawa, I.; Higami, Y.; McMahan, C. A.; Yu, B. P.",Temporal pattern of food intake not a factor in the retardation of aging processes by dietary restriction,1995,768,61,,,989,50,,,median,N,days,table 3,rats,Percent Reduction,Dietary restriction,B-2,male,F344 rats,None,Fed once a day + CR,NA
455,mattison,Impact of caloric restriction on health and survival in rhesus monkeys from the NIA study,2012,24.35523,24,,,22.79805,20,,,median,N,years,fig3a,rhesus monkeys,Percent Reduction,Dietary restriction,CR-F young onset,female,no strain,None,cant do males as under 50% dead for control + pooled onset as monkeys still alive? ,NA
456,mattison,Impact of caloric restriction on health and survival in rhesus monkeys from the NIA study,2012,26.1,8,,,27.85,7,,,median,N,years,fig1,rhesus monkeys,Percent Reduction,Dietary restriction,CR-F old onset,female,no strain,None,,NA
457,mattison,Impact of caloric restriction on health and survival in rhesus monkeys from the NIA study,2012,34.1,10,,,36.4,10,,,median,N,years,fig1,rhesus monkeys,Percent Reduction,Dietary restriction,CR-M  old onset,male,no strain,None,,NA
458,"Mattison, J. A. and Colman, R. J. and Beasley, T. M. and Allison, D. B. and Kemnitz, J. W. and Roth, G. S. and Ingram, D. K. and Weindruch, R. and de Cabo, R. and Anderson, R. M.",Caloric restriction improves health and survival of rhesus monkeys,2017,23.56,15,4.996148517,1.29,25.78,15,8.443103695,2.18,mean,N,years,Table 3,rhesus monkeys,Percent Reduction,Dietary restriction,UW,female,no strain,None,,NA
459,"Mattison, J. A. and Colman, R. J. and Beasley, T. M. and Allison, D. B. and Kemnitz, J. W. and Roth, G. S. and Ingram, D. K. and Weindruch, R. and de Cabo, R. and Anderson, R. M.",Caloric restriction improves health and survival of rhesus monkeys,2017,24.58,24,8.37725492,1.71,19.79,20,5.366563146,1.2,mean,N,years,Table 3,rhesus monkeys,Percent Reduction,Dietary restriction,NIA J/A,female,no strain,None,,NA
460,"Mattison, J. A. and Colman, R. J. and Beasley, T. M. and Allison, D. B. and Kemnitz, J. W. and Roth, G. S. and Ingram, D. K. and Weindruch, R. and de Cabo, R. and Anderson, R. M.",Caloric restriction improves health and survival of rhesus monkeys,2017,25.28,23,4.939706469,1.03,26.86,23,5.898872774,1.23,mean,N,years,Table 3,rhesus monkeys,Percent Reduction,Dietary restriction,UW,male,no strain,None,,NA
461,"Mattison, J. A. and Colman, R. J. and Beasley, T. M. and Allison, D. B. and Kemnitz, J. W. and Roth, G. S. and Ingram, D. K. and Weindruch, R. and de Cabo, R. and Anderson, R. M.",Caloric restriction improves health and survival of rhesus monkeys,2017,26,22,7.03562364,1.5,23.71,20,8.541779674,1.91,mean,N,years,Table 3,rhesus monkeys,Percent Reduction,Dietary restriction,NIA J/A,male,no strain,None,,NA
462,"Mattison, J. A. and Colman, R. J. and Beasley, T. M. and Allison, D. B. and Kemnitz, J. W. and Roth, G. S. and Ingram, D. K. and Weindruch, R. and de Cabo, R. and Anderson, R. M.",Caloric restriction improves health and survival of rhesus monkeys,2017,28.57,8,4.497199128,1.59,26.13,7,7.011240974,2.65,mean,N,years,Table 3,rhesus monkeys,Percent Reduction,Dietary restriction,NIA old,female,no strain,None,,NA
463,"Mattison, J. A. and Colman, R. J. and Beasley, T. M. and Allison, D. B. and Kemnitz, J. W. and Roth, G. S. and Ingram, D. K. and Weindruch, R. and de Cabo, R. and Anderson, R. M.",Caloric restriction improves health and survival of rhesus monkeys,2017,34.19,10,5.976704778,1.89,34.82,10,6.166441437,1.95,mean,N,years,Table 3,rhesus monkeys,Percent Reduction,Dietary restriction,NIA old,male,no strain,None,,NA
464,"Mattison, J. A. and Colman, R. J. and Beasley, T. M. and Allison, D. B. and Kemnitz, J. W. and Roth, G. S. and Ingram, D. K. and Weindruch, R. and de Cabo, R. and Anderson, R. M.",Caloric restriction improves health and survival of rhesus monkeys,2017,23.86,15,,,29.68,15,,,median,N,years,Table 3,rhesus monkeys,Percent Reduction,Dietary restriction,UW,female,no strain,None,,NA
465,"Mattison, J. A. and Colman, R. J. and Beasley, T. M. and Allison, D. B. and Kemnitz, J. W. and Roth, G. S. and Ingram, D. K. and Weindruch, R. and de Cabo, R. and Anderson, R. M.",Caloric restriction improves health and survival of rhesus monkeys,2017,25.67,24,,,22.63,20,,,median,N,years,Table 3,rhesus monkeys,Percent Reduction,Dietary restriction,NIA J/A,female,no strain,None,,NA
466,"Mattison, J. A. and Colman, R. J. and Beasley, T. M. and Allison, D. B. and Kemnitz, J. W. and Roth, G. S. and Ingram, D. K. and Weindruch, R. and de Cabo, R. and Anderson, R. M.",Caloric restriction improves health and survival of rhesus monkeys,2017,26.11,23,,,28.32,23,,,median,N,years,Table 3,rhesus monkeys,Percent Reduction,Dietary restriction,UW,male,no strain,None,,NA
467,"Mattison, J. A. and Colman, R. J. and Beasley, T. M. and Allison, D. B. and Kemnitz, J. W. and Roth, G. S. and Ingram, D. K. and Weindruch, R. and de Cabo, R. and Anderson, R. M.",Caloric restriction improves health and survival of rhesus monkeys,2017,27.19,8,,,27.87,7,,,median,N,years,Table 3,rhesus monkeys,Percent Reduction,Dietary restriction,NIA old,female,no strain,None,,NA
468,"Mattison, J. A. and Colman, R. J. and Beasley, T. M. and Allison, D. B. and Kemnitz, J. W. and Roth, G. S. and Ingram, D. K. and Weindruch, R. and de Cabo, R. and Anderson, R. M.",Caloric restriction improves health and survival of rhesus monkeys,2017,28.78,22,,,26.31,20,,,median,N,years,Table 3,rhesus monkeys,Percent Reduction,Dietary restriction,NIA J/A,male,no strain,None,,NA
469,"Mattison, J. A. and Colman, R. J. and Beasley, T. M. and Allison, D. B. and Kemnitz, J. W. and Roth, G. S. and Ingram, D. K. and Weindruch, R. and de Cabo, R. and Anderson, R. M.",Caloric restriction improves health and survival of rhesus monkeys,2017,34.78,10,,,37.1,10,,,median,N,years,Table 3,rhesus monkeys,Percent Reduction,Dietary restriction,NIA old,male,no strain,None,,NA
470,"McCarter, R. J. and Shimokawa, I. and Ikeno, Y. and Higami, Y. and Hubbard, G. B. and Yu, B. P. and McMahan, C. A.",Physical activity as a factor in the action of dietary restriction on aging: effects in Fischer 344 rats,1997,768,40,,,1024,40,,,median,N,days,p76+77,rats,Percent Reduction,Dietary restriction,B,male,Fischer 344 rats,Exercise,graphs arent visible,NA
471,"McCarter, R. J. and Shimokawa, I. and Ikeno, Y. and Higami, Y. and Hubbard, G. B. and Yu, B. P. and McMahan, C. A.",Physical activity as a factor in the action of dietary restriction on aging: effects in Fischer 344 rats,1997,802,40,,,1123,40,,,median,N,days,p76+77,rats,Percent Reduction,Dietary restriction,BE,male,Fischer 344 rats,Exercise,graphs arent visible,NA
472,"McDonald, R. B. and Walker, K. M. and Warman, D. B. and Griffey, S. M. and Warden, C. H. and Ramsey, J. J. and Horwitz, B. A.",Characterization of survival and phenotype throughout the life span in UCP2/UCP3 genetically altered mice,2008,725,34,250.7309315,43,1033,42,136.0955547,21,mean,N,days,table 2,mice,Percent Reduction,Dietary restriction,WT-CR,female,C57BL/J6,None,,Y
473,"McDonald, R. B. and Walker, K. M. and Warman, D. B. and Griffey, S. M. and Warden, C. H. and Ramsey, J. J. and Horwitz, B. A.",Characterization of survival and phenotype throughout the life span in UCP2/UCP3 genetically altered mice,2008,818.5,34,,,1053,42,,,median,N,days,table 2,mice,Percent Reduction,Dietary restriction,WT-CR,female,C57BL/J6,None,,Y
474,"McKay, A. and Costa, E. K. and Chen, J. and Hu, C. K. and Chen, X. and Bedbrook, C. N. and Khondker, R. C. and Thielvoldt, M. and Priya Singh, P. and Wyss-Coray, T. and Brunet, A.",An automated feeding system for the African killifish reveals the impact of diet on lifespan and allows scalable assessment of associative learning,2022,85,21,,,90,16,,,median,Y,days,source data,turqoise killifish,Percent Reduction,Dietary restriction,DR - cohort 1,female,GRZ,None,,NA
475,"McKay, A. and Costa, E. K. and Chen, J. and Hu, C. K. and Chen, X. and Bedbrook, C. N. and Khondker, R. C. and Thielvoldt, M. and Priya Singh, P. and Wyss-Coray, T. and Brunet, A.",An automated feeding system for the African killifish reveals the impact of diet on lifespan and allows scalable assessment of associative learning,2022,95,21,,,114,15,,,median,Y,days,source data,turqoise killifish,Percent Reduction,Dietary restriction,DR - cohort 1,male,GRZ,None,,NA
476,"McKay, A. and Costa, E. K. and Chen, J. and Hu, C. K. and Chen, X. and Bedbrook, C. N. and Khondker, R. C. and Thielvoldt, M. and Priya Singh, P. and Wyss-Coray, T. and Brunet, A.",An automated feeding system for the African killifish reveals the impact of diet on lifespan and allows scalable assessment of associative learning,2022,88.52,21,24.89,5.431443288,83.94,16,18.62,4.655,mean,Y,days,source data,turqoise killifish,Percent Reduction,Dietary restriction,DR - cohort 1,female,GRZ,None,,NA
477,"McKay, A. and Costa, E. K. and Chen, J. and Hu, C. K. and Chen, X. and Bedbrook, C. N. and Khondker, R. C. and Thielvoldt, M. and Priya Singh, P. and Wyss-Coray, T. and Brunet, A.",An automated feeding system for the African killifish reveals the impact of diet on lifespan and allows scalable assessment of associative learning,2022,96.52,21,24.09,5.256868976,109.73,15,22.6,5.835294908,mean,Y,days,source data,turqoise killifish,Percent Reduction,Dietary restriction,DR - cohort 1,male,GRZ,None,,NA
478,Mccay,THE EFFECT OF RETARDED GROWTH UPON THE LENGTH OF LIFE SPAN AND UPON THE ULTIMATE BODY SIZE Â,1935,483,14,220.563676,58.94812197,820,13,409.371642,113.5392651,mean,Y,days,Table2,rats,Percent Reduction,Dietary restriction,Group 2,male,white rats,None,,NA
